id,original,emendation,old_type1,old_type2,primary_category,secondary_category,changed_original_tokens,changed_emended_tokens,,needs_manual_review,notes
218,Εἰ μὲν οὖν ταυτόν ὅτου χάριν τοὺς φιλοῦντας ἐγκατέλειπας ἵνα δέ σου καὶ μικρὸν καθάψομαι ἄνδρας σοφοὺς καταλιπών καὶ βαρβάροις ἐνδιαιτώμενος,Εἰ μὲν οὖν ταυτόν ὅτου χάριν τοὺς φιλοῦντας ἐγκατέλειπες ἵνα δέ σου καὶ μικρὸν καθάψομαι ἄνδρας σοφοὺς καταλιπών καὶ βαρβάροις ἐνδιαιτώμενος,change,,Morphological,,ἐγκατέλειπας,ἐγκατέλειπες,,no,
219,καὶ ὅπως ἔχει ἀναγνώριζε τὰ κατὰ σέ οὐδὲν γὰρ ἄλλο διὰ φροντίδος ἡμῖν ἢ τὸ τὰς σὰς ὑγείας μανθάνειν ἥδεσθαί τε καὶ γάννυσθαι.,καὶ ὅπως ἔχει γνώριζε τὰ κατὰ σέ οὐδὲν γὰρ ἄλλο διὰ φροντίδος ἡμῖν ἢ τὸ τὰς σὰς ὑγείας μανθάνειν ἥδεσθαί τε καὶ γάννυσθαι.,change,,Morphological,,ἀναγνώριζε,γνώριζε,,no,
220,Καὶ ταῦτα μὲν ἡμεῖς οἱ σὲ ἢ τὸν ἀέρα πλὴν ἀναπνέοντες καὶ ἀπόντα καὶ ὄντα,Καὶ ταῦτα μὲν ἡμεῖς οἱ σὲ ἢ τὸν ἀέρα πλέον ἀναπνέοντες καὶ ἀπόντα καὶ ὄντα,change,,Phonological-Orthographic,,πλὴν,πλέον,,no,
221,Διὰ τὸ ὕποπτον τῆς ψυχῆς αὐτῶν ὑπέξελε ἵνα χαριεντισάμενος εἴπω τὴν περὶ αὐτῶν μνήμην,Διὸ τὸ ὕποπτον τῆς ψυχῆς αὐτῶν ὑπέξελε ἵνα χαριεντισάμενος εἴπω τὴν περὶ αὐτῶν μνήμην,change,,Morphological,,Διὰ,Διὸ,,no,
222,οἶδα δὲ ὡς κρειττόνως παρὰ σοῦ τεύξεται ἐπεὶ καὶ νικᾷς ἐκείνους τοῖς πρὸς ἡμᾶς φιλικοῖς καθήκουσιν.,οἶδα δὲ ὡς κρείττονος παρὰ σοῦ τεύξεται ἐπεὶ καὶ νικᾷς ἐκείνους τοῖς πρὸς ἡμᾶς φιλικοῖς καθήκουσιν.,change,,Morphological,,κρειττόνως,κρείττονος,,no,
223,Καὶ τοῦτο δέ μου εἰκότως ἂν θαυμάσαισθε ὅτι ἐπίσης ὑμῖν ξυγκέκραμαι καὶ οὔτε τὴν τοῦ λιβελλισίου χάριν τεθαυμακώς τῆς βαθυγνώμονος τοῦ ἐπὶ τῶν δεήσεων ἐπιστολῆς διῄρημαι οὔτε ὑμῖν συνημμένος οὕτως ὤν ἀπεσκληκότως πρὸς τὴν τοῦ πρωτοα- σηκρῆτις ἔχω ἐμβρίθειαν,Καὶ τοῦτο δέ μου εἰκότως ἂν θαυμάσαισθε ὅτι ἐπίσης ὑμῖν ξυγκέκραμαι καὶ οὔτε τὴν τοῦ λιβελλισίου χάριν τεθαυμακώς τῆς βαθυγνώμονος τοῦ ἐπὶ τῶν δεήσεων ψυχῆς διῄρημαι οὔτε ὑμῖν συνημμένος οὕτως ὤν ἀπεσκληκότως πρὸς τὴν τοῦ πρωτοα- σηκρῆτις ἔχω ἐμβρίθειαν,change,,Lexical / Contextual,,ἐπιστολῆς,ψυχῆς,,no,
224,Καὶ οὔθ' ὑμεῖς ἀτελεῖς τῷ ἕκαστος εἶναι παρὰ τὸν ἕτερον κἀγὼ τελεώτατος τῷ ὁμοίως ἔχειν πρὸς ἅπαντας ὥσπερ εἴ τι μίγμα εἴη τοῦ παντός.,Καὶ οὔθ' ὑμεῖς ἀτελεῖς τῷ ἕκαστος εἶναι παρὰ τὸν ἕτερον κἀγὼ τελεώτατος τῷ ὁμοίως ἔχειν πρὸς ἅπαντας ὥσπερ εἴ τι μίγμα εἴην τοῦ παντός.,change,,Morphological,,εἴη,εἴην,,no,
225,Καὶ ὃ τὴν χθές που τοῖς καλλίστοις υἱοῖς σου συσσιτούμενος ὡς ἐπίστασαι οὐκ ἀποκρύψομαι ἀλλὰ λαμπρῶς διηγήσομαι,Καὶ ὃ τὴν χθές πέπυσμαι τοῖς καλλίστοις υἱοῖς σου συσσιτούμενος ὡς ἐπίστασαι οὐκ ἀποκρύψομαι ἀλλὰ λαμπρῶς διηγήσομαι,change,,Lexical / Contextual,,που,πέπυσμαι,,no,
226,Κἂν εἴ τις τὸν μὲν ἐν προφορᾷ λόγον τῇ ἀνεκθλίπτῳ στραφυλῇ ἀπεικάζῃ τὸν δέ γε ἐν νοήσει κρείττονι τῇ ἱκανῶς διαιρεθείσῃ καὶ εἰς ῥεῦμα τὸν οἶνον προχεομένῃ εὐστοχώτερον ἂν εἴποι ἁπανταχῇ τὰς ἀναλογίας σκοπῶν.,Κἂν εἴ τις τὸν μὲν ἐν προφορᾷ λόγον τῇ ἀνεκθλίπτῳ στραφυλῇ ἀπεικάζῃ τὸν δέ γε ἐν νοήσει κρείττονα τῇ ἱκανῶς διαιρεθείσῃ καὶ εἰς ῥεῦμα τὸν οἶνον προχεομένῃ εὐστοχώτερον ἂν εἴποι ἁπανταχῇ τὰς ἀναλογίας σκοπῶν.,change,,Morphological,,κρείττονι,κρείττονα,,no,
227,ἀπειρήκασι γάρ μοι αἱ χεῖρες ὑλοτομεῖν καὶ ἀπηγόρευκέ μοι ἡ δύναμις καὶ τῆς τέχνης ἐπελαθόμην διὰ τὸν -------- ἐπιβαίνειν ---------- ἱππεύειν οὐ δεδύνημαι ----------------------- αὐτῷ ἐξομαλίσῃ μοι τὰς ὀξύτητας ὁποῖος σὺ τὴν νίκην κατέσχες -- ἐκ τῆς ἀφετηρίας πρὸς τὴν νύσσαν εὐθυδρομῶν τάχα ποτὲ πεποιθότως ------------ ἐπιβήσομαι.,ἀπειρήκασι γάρ μοι αἱ χεῖρες ὑλοτομεῖν καὶ ἀπηγόρευκέ μοι ἡ δύναμις καὶ τῆς τέχνης ἐπελαθόμην διὰ τὸν χρόνον καὶ ἐπιβαίνειν ἐφ᾽ ἵππον καὶ ἱππεύειν οὐ δεδύνημαι. Ἢν δὲ τοιοῦτος ἀνὴρ προωδευκὼς αὐτῷ ἐξομαλίσῃ μοι τὰς ὀξύτητας ὁποῖος σὺ γενναῖος ἠνίοχος ἄρτι ἐκ τῆς ἀφετηρίας πρὸς τὴν νύσσαν εὐθυδρομῶν τάχα ποτὲ πεποιθότως αὗθις ἐφ᾽ ἵππον ἐπιβήσομαι.,add,change,Addition / Omission,Lexical / Contextual,-------- | ---------- | δεδύνημαι | ----------------------- | τὴν | νίκην | κατέσχες | -- | ------------,χρόνον | καὶ | ἐφ᾽ | ἵππον | καὶ | δεδύνημαι. | Ἢν | δὲ | τοιοῦτος | ἀνὴρ | προωδευκὼς | γενναῖος | ἠνίοχος | ἄρτι | αὗθις | ἐφ᾽ | ἵππον,,no,
228,Εἰ δ' οὖν σὺ μὲν καὶ αὖθις ὑποκνίσεις μοι τὰς ἐρωτικὰς φροντίδας καὶ ἀποστραφήσῃ ἐγὼ δὲ ἕξομαι καὶ ἀνθέξομαι καὶ θέλοντος καὶ μὴ θέλοντος καὶ ἐπιστελῶ πολλὰς καὶ πολλάκις καὶ ἐπαινέσο- μαι καὶ θαυμάσομαί σε καὶ πάλιν ὥσπερ εἰώθειν τοῦ παγίου φρονήματος καὶ τῆς ἄκρας συνέσεως ἢ τῆς ἁπλουστάτης,Εἰ δ' οὖν σὺ μὲν καὶ αὖθις ὑποκνίσεις μοι τὰς ἐρωτικὰς φροντίδας καὶ ἀποστραφήσῃ ἐγὼ δὲ ἕξομαι καὶ ἀνθέξομαι καὶ θέλοντος καὶ μὴ θέλοντος καὶ ἐπιστελῶ πολλὰς καὶ πολλάκις καὶ ἐπαινέσο- μαι καὶ θαυμάσομαί σε καὶ πάλιν ὥσπερ εἰώθειν τοῦ παγίου φρονήματος καὶ τῆς ἄκρας συνέσεως ἢ τῆς ἁπλουστάτης ψυχῆς,add,,Addition / Omission,,,ψυχῆς,,no,
229,Πρῶτα μὲν σύγχαιρέ μοι λογιώτατε καὶ συνετώτατε πάντων ἀνδρῶν τὴν πατρῴαν ἀπειληφότι ἀρχὴν πληρέστατά τε καὶ τελεώτερον θεοῦ τε οὕτω δικάσαντος καὶ πάσης ἀρχιερατικῆς καὶ συγκλητικῆς ψήφου καὶ ---------- εἰπεῖν δὲ καὶ πάντων τῶν ὑφ' ἡμᾶς εἰς ταὐτὸν ------------------,Πρῶτα μὲν σύγχαιρέ μοι λογιώτατε καὶ συνετώτατε πάντων ἀνδρῶν τὴν πατρῴαν ἀπειληφότι ἀρχὴν πληρέστατά τε καὶ τελεώτερον θεοῦ τε οὕτω δικάσαντος καὶ πάσης ἀρχιερατικῆς καὶ συγκλητικῆς ψήφου καὶ στρατιωτικῆς τάξεως εἰπεῖν δὲ καὶ πάντων τῶν ὑφ' ἡμᾶς εἰς ταὐτὸν συνιόντων ταῖς γνώμαις.,add,,Addition / Omission,,---------- | ------------------,στρατιωτικῆς | τάξεως | συνιόντων | ταῖς | γνώμαις.,,no,
230,Οὐκοῦν ἄτοπον καὶ ἀλόγιστον τοὺς κατὰ τὴν εὐσέβειαν συνημμένους καὶ συνηρμοσμένους κατὰ τὴν τοῦ γένους κοινότητα διῃρῆσθαι καὶ κατὰ τὴν τῆς γνώμης ἑτερότητα καὶ ὁμονοοῦντας περὶ τὰ μείζονα ἑτερογνωμονεῖν περὶ τὰ ἐλάττονα καὶ στασιάζειν πρὸς ἀλλήλους περὶ τῶν ἐν ἀμφοτέροις ἡγεμονιῶν ἕνα καὶ τὸν αὐτὸν θεὸν ἡγεμόνα προστησαμένους τῶν οἰκείων ἀρχῶν,Οὐκοῦν ἄτοπον καὶ ἀλόγιστον τοὺς κατὰ τὴν εὐσέβειαν συνημμένους καὶ συνηρμοσμένους κατὰ τὴν τοῦ γένους κοινότητα διῃρῆσθαι κατὰ τὴν τῆς γνώμης ἑτερότητα καὶ ὁμονοοῦντας περὶ τὰ μείζονα ἑτερογνωμονεῖν περὶ τὰ ἐλάττονα καὶ στασιάζειν πρὸς ἀλλήλους περὶ τῶν ἐν ἀμφοτέροις ἡγεμονιῶν ἕνα καὶ τὸν αὐτὸν θεὸν ἡγεμόνα προστησαμένους τῶν οἰκείων ἀρχῶν,change,delete,Addition / Omission,,καὶ,,,no,
231,ὥσπερ γὰρ ὁ καθ' ἡμᾶς λόγος τὸ ἄσχετον ἔχει τῆς λογικῆς ἐργασίας τῶν ἀλόγων δυνάμεων ὑπηρετουσῶν αὐτῷ τὰ σωματικά οὕτω δὴ κἀμοὶ δεῖ νοερᾶς φορτίδος ἑλίσσοντι σωματικωτέραν ὑπηρεσίαν ἵνα δὴ ἀμετάστροφος πρὸς τὰ τῇδε εἴην.,ὥσπερ γὰρ ὁ καθ' ἡμᾶς λόγος τὸ ἄσχετον ἔχει τῆς λογικῆς ἐργασίας τῶν ἀλόγων δυνάμεων ὑπηρετουσῶν αὐτῷ τὰ σωματικά οὕτω δὴ κἀμοὶ δεῖ νοερὰς φορτίδας ἑλίσσοντι σωματικωτέρας ὑπηρεσίας ἵνα δὴ ἀμετάστροφος πρὸς τὰ τῇδε εἴην.,change,accent,Morphological,Morphological,νοερᾶς | φορτίδος | σωματικωτέραν | ὑπηρεσίαν,νοερὰς | φορτίδας | σωματικωτέρας | ὑπηρεσίας,,no,
232,Καὶ σοὶ μὲν εὐπάρυφος ἐξ αὐτῆς γενέσεως ἡ ἐσθής ---------- ὥσπερ ὑπατείαν μεταχειριζομένῳ οἱ δωδεκαπελέκεις καὶ οἱ ῥαβδοῦχοι τὸ γνώρισμα τὰ τῆς ἀρχιερωσύνης σύμβολα καὶ προτέλεια.,Καὶ σοὶ μὲν εὐπάρυφος ἐξ αὐτῆς γενέσεως ἡ ἐσθής ἀκολουθίας ὥσπερ ὑπατείαν μεταχειριζομένῳ οἱ δωδεκαπελέκεις καὶ οἱ ῥαβδοῦχοι τὸ γνώρισμα τὰ τῆς ἀρχιερωσύνης σύμβολα καὶ προτέλεια.,add,,Addition / Omission,,----------,ἀκολουθίας,,no,
233,Ὅθεν μοι καὶ ἐζήτησαι ὥσπερ τῇ Πυθίᾳ εἴ σε θεὸν ἢ ἄνδρα καλέσομαι ἢ μηδέτερον ἀλλ' ἀμφοῖν τὸ μεταίχμιον.,Ὅθεν μοι καὶ ἐζήτηται ὥσπερ τῇ Πυθίᾳ εἴ σε θεὸν ἢ ἄνδρα καλέσομαι ἢ μηδέτερον ἀλλ' ἀμφοῖν τὸ μεταίχμιον.,change,,Morphological,,ἐζήτησαι,ἐζήτηται,,no,
234,Οὐκ οἶδα ὁπόθεν ἔχω ἀλλ' εἰσὶ σειρῆνες ψυχῶν μὲν ἑτέρας ἕλκουσαι ἀφανῶς καὶ ὁ μὲν ἁλοὺς ἕλκεται ὁ δὲ κεκρατηκὼς εἰς ἅπαν τυλοῦται.,Οὐκ οἶδα ὁπόθεν ἔχω ἀλλ' εἰσὶ σειρῆνες ψυχῶν μὲν ἑτέρας ἕλκουσαι ἀφανῶς καὶ ὁ μὲν ἁλοὺς ἕλκεται ὁ δὲ κεκρατηκὼς τὸ παράπαν τυραννεῖ.,change,add,Lexical / Contextual,Phonological-Orthographic,εἰς | ἅπαν | τυλοῦται.,τὸ | παράπαν | τυραννεῖ.,,no,
235,Ἀλλ' ἐγὼ μὲν εὐθὺς τὴν γλῶσσαν διδούς ἀφεῖλον τὴν ἀκοήν σὺ δὲ ἄρα πάσαις αὐτὴν φωναῖς ἀνεπέτασας. Διὰ ταῦτα πάλιν αὐτὴν ψόφος ἀέριος δαίμονος ἴσως μηχανησαμένου τὸν ἦχον.,Ἀλλ' ἐγὼ μὲν εὐθὺς τὴν γλῶσσαν διδούς ἀφεῖλον τὴν ἀκοήν σὺ δὲ ἄρα πάσαις αὐτὴν φωναῖς ἀνεπέτασας. Διὰ ταῦτα περὶ αὐτὴν ψόφος ἀέριος δαίμονος ἴσως μηχανησαμένου τὸν ἦχον.,change,,Lexical / Contextual,,πάλιν,περὶ,,no,
236,Σὺ δέ μοι τέως τὸν παῖδα μὴ τοῖς ἀρρήτοις προβίβαζε εἰ μὴ ὅσον προσάγειν αὐτὸν ταῦτα ὥστε τρανεστέραν αὐτῷ τὴν φύσιν ἐργάσασθαι καὶ κινῆσαι πρὸς θαῦμα,Σὺ δέ μοι τέως τὸν παῖδα μὴ τοῖς ἀρρήτοις προβίβαζε εἰ μὴ ὅσον προσάγειν αὐτὸν ταῦτα ὥστε τρανεστέραν αὐτῷ τὴν φύσιν ἐργάσασθαι καὶ κινῆσαι πρὸς θαῦμα,,no correction,No correction,,,,,no,
237,τὰ διῃρημένα εἶτα ἀναγινώσκειν χρεών βαβαὶ τὸν συρφετὸν τῶν ---------- ----- καὶ φωνῆς καὶ τῆς συγχύσεως τῶν ἐννοιῶν,τὰ διῃρημένα εἶτα ἀναγινώσκειν χρεών βαβαὶ τὸν συρφετὸν τῶν ῥημάτων καὶ τῆς ἀσήμου φωνῆς καὶ τῆς συγχύσεως τῶν ἐννοιῶν,add,,Addition / Omission,,---------- | -----,ῥημάτων | τῆς | ἀσήμου,,no,
238,ἐμὲ τὸν γεννήσαντα τὰ ἴδια ἀλλ ̓ οὐχ ὑμᾶς τὴν μαίωσιν --αἰτιάσεται -------- -- ταῖς μαίαις αἱ ------κοι τῶν γυναικῶν διασπαραττόμεναι γὰρ ὑπ ̓ ἐνίων ------ --νόμεναι--ουσι τοῖν ποδοῖν.,ἐμὲ τὸν γεννήσαντα τὰ ἴδια ἀλλ ̓ οὐχ ὑμᾶς τὴν μαίωσιν ποιήσαντας αἰτιάσεται. μάχονται δὲ ταῖς μαίαις αἱ ἐπίτοκοι τῶν γυναικῶν διασπαραττόμεναι γὰρ ὑπ ̓ ἐνίων αὐτῶν καὶ παροξυνόμεναι λακτίζουσι τοῖν ποδοῖν.,add,change,Addition / Omission,,--αἰτιάσεται | -------- | -- | ------κοι | ------ | --νόμεναι--ουσι,ποιήσαντας | αἰτιάσεται. | μάχονται | δὲ | ἐπίτοκοι | αὐτῶν | καὶ | παροξυνόμεναι | λακτίζουσι,,no,
239,Τίνα γοῦν ἐπιτραπέζια πρὸς ἀλλήλους ὑπομνήματά τε καὶ διηγήματα Ποίων δὲ καὶ τῶν ἐμῶν λόγων μέμνησθε Πότερον τῶν τῆς σπουδαιοτέρας μερίδος ἢ ὅσα τῆς ἱλαρᾶς παιδιᾶς ἢ παρὰ μέρος ἀμφοῖν,Τίνα γοῦν ἐπιτραπέζια πρὸς ἀλλήλους ὑπομνήματά τε καὶ διηγήματα Ποίων δὲ καὶ τῶν ἐμῶν λόγων μέμνησθε Πότερον τῶν τῆς σπουδαιοτέρας μερίδος ἢ ὅσοι τῆς ἱλαρᾶς παιδιᾶς ἢ παρὰ μέρος ἀμφοῖν,change,,Morphological,,ὅσα,ὅσοι,,no,
240,μὴ τοσοῦτον ἀπολαύσαιμι τοῦ θεοῦ μηδὲ τοῦ τρυχίνου ἐνδύματος οὗ δι' ἐκεῖνον ἠξίωμαι καὶ δι' ὃν πᾶσαν τὴν λεγομένην εὐδαιμο- νίαν ἐβδελλυξάμην τε καὶ ἀπέπτυσα.,μὴ τοσοῦτον ἀπολαύσαιμι τοῦ θεοῦ μηδὲ τοῦ τρυχίνου ἐνδύματος οὗ δι' ἐκεῖνον ἠξίωμαι δι' ὃν καὶ πᾶσαν τὴν λεγομένην εὐδαιμο- νίαν ἐβδελλυξάμην τε καὶ ἀπέπτυσα.,word order,,Word Order / Transposition,,καὶ,καὶ,,no,
241,ὥσπερ καὶ αὐτὸς πέπονθα ὡρῶν ἐστιν ὅτε ἀκούων ἀσύμμετρον μέγεθος εἶτα δὴ εὑρηκώς ἐπιθαυμάζειν ἑαυτοῦ κατεγίνωσκον.,ὥσπερ καὶ αὐτὸς πέπονθα ὡρῶν ἐστιν ὅτε ἀκούων διαμέτρων ἀσύμμετρον μέγεθος εἶτα δὴ εὑρηκώς ἐπιθαυμάζειν ἑαυτοῦ κατεγίνωσκον.,add,,Addition / Omission,,,διαμέτρων,,no,
242,Ἀγνώμων ἐγώ ὁ καὶ νεύματος φιλανθρώπου εὐθὺς τὰς ἀν------- ἀντιδιδοὺς καὶ λόγου μετρίου πεποιημένος τὰς ἀμοιβάς,Ἀγνώμων ἐγώ ὁ καὶ νεύματος φιλανθρώπου εὐθὺς τὰς ἀντιδόσεις ἀντιδιδοὺς καὶ λόγου μετρίου πεποιημένος τὰς ἀμοιβάς,change,,Addition / Omission,,ἀν-------,ἀντιδόσεις,,no,
243,Οὐ μέχρι τῆς ἐσχάτης ἀναπνοῆς ἔνδον εἶχε τῆς οἰκείας ψυχῆς οὐχὶ πατέρα καὶ θεῖον ἀπανταχοῦ καὶ ἐν -------- ὠνόμαζεν,Οὐ μέχρι τῆς ἐσχάτης ἀναπνοῆς ἔνδον εἶχε τῆς οἰκείας ψυχῆς οὐχὶ πατέρα καὶ θεῖον ἀπανταχοῦ καὶ ἐν γράμμασιν ὠνόμαζεν,add,,Addition / Omission,,--------,γράμμασιν,,no,
244,Τίς σου μακαριώτερος Μαλέση δεχομένου παρ' ἐμοῦ αἰτήσεις καὶ ἀξιώσεις Ὅπερ οὐδ' εἰς ὄναρ ποτὲ προσεδόκησας.,Τίς σου μακαριώτερος Μαλέση δεχομένου παρ' ἐμοῦ αἰτήσεις καὶ ἀξιώσεις Ὅπερ οὐδ' ὄναρ ποτὲ προσεδόκησας.,delete,,Addition / Omission,,εἰς,,,no,
245,Ἐγὼ δέ σε ὀξύ τε βλέπων καὶ ἀπλανῶς κρείττονα καὶ φωστῆρα ἥγημαι καὶ εἴ τις ἄλλη φύσις κινοῦσα πλέον τὴν αἴσθησιν καὶ ἥλιον μὲν οὐδὲν ἧττον ἢ ὑπὲρ ἥλιον πᾶσι τοῖς τῆς ψυχῆς ἀπαυγάζοντα μέρεσι καὶ πρὸς -------τα τὸ φῶς ἀφ' οὗ δὴ τούτου μετέσχηκας σελήνην δὲ καὶ μάλιστα τῷ πρὸς ἡμᾶς μέρει διακονοῦντα πᾶσι τὰς πρώτας αὐγάς μὴ μέντοι ἀπολελειμμένον τῶν ἄνω,Ἐγὼ δέ σε ὀξύ τε βλέπων καὶ ἀπλανῶς κρείττονα καὶ φωστῆρα ἥγημαι καὶ εἴ τις ἄλλη φύσις κινοῦσα πλέον τὴν αἴσθησιν καὶ ἥλιον μὲν οὐδὲν ἧττον ἢ ὑπὲρ ἥλιον πᾶσι τοῖς τῆς ψυχῆς ἀπαυγάζοντα μέρεσι καὶ προσαστράποντα τὸ φῶς ἀφ' οὗ δὴ τούτου μετέσχηκας σελήνην δὲ καὶ μάλιστα τῷ πρὸς ἡμᾶς μέρει διακονοῦντα πᾶσι τὰς πρώτας αὐγάς μὴ μέντοι ἀπολελειμμένον τῶν ἄνω,change,delete,Addition / Omission,,πρὸς | -------τα,προσαστράποντα,,no,
246,Ὄφελον ἐν χαλκοῖς γραμματίοις ταῦτα γεγράφθαι ὄφελον --αις ὕλαις ἐν πύλαις σιδηραῖς τε καὶ χαλκοδέτοις ἵνα μηδὲν τούτων κατισχύσειεν -- μὴ ἰὸς μὴ σηπεδών.,Ὄφελον ἐν χαλκοῖς γραμματίοις ταῦτα γεγράφθαι ὄφελον --αις ὕλαις ἐν πύλαις σιδηραῖς τε καὶ χαλκοδέτοις ἵνα μηδὲν τούτων κατισχύσειεν μή τις ἰὸς μὴ σηπεδών.,add,accent,Addition / Omission,Diacritic / Punctuation,-- | μὴ,μή | τις,,no,
247,Καὶ ἀπὸ τῆς αὐτῆς νηδύος τὸ μέν τι τῶν βρεφῶν μετὰ τοῦ φυσικοῦ κάλλους ἐξέθορε τὸ δὲ ἐξεκυλίσθη αἴσχους ἀνάμεστον καὶ τὸ μὲν αὐτοῖν εὐφυές τε καὶ γόνιμον γέγονε τὸ δὲ λήθης γέμον εὐθὺς καὶ ἀμβλότητος.,Καὶ ἀπὸ τῆς αὐτῆς νηδύος τὸ μέν τι τῶν βρεφῶν μετὰ τοῦ φυσικοῦ κάλλους ἐξέθορε τὸ δὲ ἐξεκυλίσθη αἴσχους ἀνάμεστον καὶ τὸ μὲν αὐτοῖν εὐφυές τε καὶ γόνιμον γέγονε τὸ δὲ λήθης γέμον εὐθὺς καὶ ἀμβλύτητος.,change,,Phonological-Orthographic,,ἀμβλότητος.,ἀμβλύτητος.,,no,
248,Ἀλλὰ τί ταῦτα καὶ μέχρι τίνος Ἐγὼ δέ σοι πάντως ἀπόλωλα τὸ μὲν διαιρεθείς σοι τῆς συμφυοῦς καὶ συμπνόου ψυχῆς τὸ δὲ ὡς διῃρημένος ἔστι γὰρ καὶ τομὴ ψυχῆς ὥσπερ δὴ καὶ σωμάτων καὶ οὗ μὲν τὸ αἷμα πολύ οὗ δὲ περιττοτέρα ἡ ἀλγηδών,Ἀλλὰ τί ταῦτα καὶ μέχρι τίνος Ἐγὼ δέ σοι πάντως ἀπόλωλα τὸ μὲν διαιρεθείς σου τῆς συμφυοῦς καὶ συμπνόου ψυχῆς τὸ δὲ ὡς διῃρημένος ἔστι γὰρ καὶ τομὴ ψυχῆς ὥσπερ δὴ καὶ σωμάτων καὶ οὗ μὲν τὸ αἷμα πολύ οὗ δὲ περιττοτέρα ἡ ἀλγηδών,change,,Morphological,,σοι,σου,,no,
249,πολλάκις γάρ σοι τὸ ἦθος ἐτεκμηράμην κοινοπαθὲς καὶ φιλάνθρωπον ἐπῄνεσας δέ μοι ποτέ καὶ λόγου κάλλος καὶ ἁρμονίας συνθήκην καὶ νοῦ μέγεθος καὶ πρὸς παθητικὴν συγκαταβέβηκας ἔντευξιν.,πολλάκις γάρ σοι τὸ ἦθος ἐτεκμηράμην κοινοπαθὲς καὶ φιλάνθρωπον ἐπῄνεσας δέ μοι ποτέ καὶ λόγου κάλλος καὶ συνθήκης ἁρμονίαν καὶ νοῦ μέγεθος καὶ πρὸς παθητικὴν συγκαταβέβηκας ἔντευξιν.,change,word order,Word Order / Transposition,Morphological,ἁρμονίας | συνθήκην,συνθήκης | ἁρμονίαν,,no,
250,Προσθείην δ' ἂν αὐτὸς ἰσάζων τὸν λόγον ὅτι ὅσῳ μεῖζον τὸ ἀντικείμενον τοσούτῳ μεῖζόν ἐστι † τῷ ἀντικειμένῳ. Ἆρ' οὖν σοι τὸν λόγον μαντεύομαι,Προσθείην δ' ἂν αὐτὸς ἰσάζων τὸν λόγον μαντεύομαι ὅτι ὅσῳ μεῖζον τὸ ἀντικείμενον τοσούτῳ μεῖζόν ἐστι τῷ ἀντικειμένῳ. Ἆρ' οὖν σοι τὸν λόγον μαντεύομαι,add,,Addition / Omission,,†,μαντεύομαι,,no,
251,Προσθείην δ' ἂν αὐτὸς ἰσάζων τὸν λόγον ὅτι ὅσῳ μεῖζον τὸ ἀντικείμενον τοσούτῳ μεῖζόν ἐστι † τῷ ἀντικειμένῳ. Ἆρ' οὖν σοι τὸν λόγον μαντεύομαι,Προσθείην δ' ἂν αὐτὸς ἰσάζων τὸν λόγον ὅτι ὅσῳ μεῖζον τὸ ἀντικείμενον τοσούτῳ μεῖζόν ἐστι τὸ τῷ ἀντικειμένῳ ἀντικείμενον. Ἆρ' οὖν σοι τὸν λόγον μαντεύομαι,add,,Addition / Omission,,† | ἀντικειμένῳ.,τὸ | ἀντικειμένῳ | ἀντικείμενον.,,no,
252,Οὔ νὴ τὸν φίλιον! Ἀλλ' ἔσσεται ἦμαρ καὶ τεύξῃ φιλανθρωπότερον τοῦ κρείττονος ὁπηνίκα σοι καὶ πατριάρχης καὶ βασιλεὺς δεῖ γὰρ οὕτως ἐρεῖν θυμηρέστεροι ἔσονται.,Οὔ νὴ τὸν φίλιον! Ἀλλ' ἔσσεται ἦμαρ καὶ τεύξῃ φιλανθρωπότερου τοῦ κρείττονος ὁπηνίκα σοι καὶ πατριάρχης καὶ βασιλεὺς δεῖ γὰρ οὕτως ἐρεῖν θυμηρέστεροι ἔσονται.,change,,Morphological,,φιλανθρωπότερον,φιλανθρωπότερου,,no,
253,Ὅμως ἡ μὲν σὴ σεμνότης ὅπως ἂν αἱ τῶν ἀνθρώπων γνῶμαι περὶ αὐτῆς λέγουσιν ἀμετακινήτως ἐπὶ τοῦ καλοῦ ἥδρασται,Ὅμως ἡ μὲν σὴ σεμνότης ὅπως ἂν αἱ τῶν ἀνθρώπων γνῶμαι περὶ αὐτῆς λέγωσιν ἀμετακινήτως ἐπὶ τοῦ καλοῦ ἥδρασται,change,,Morphological,,λέγουσιν,λέγωσιν,,no,
254,τὸ δὲ πρὸς σὲ συμπαρα- βαλλόμενον κρείττω ἀποδείκνυσθαι δέδια μὴ τούτῳ μᾶλλον καταρριπτοῦμαι καὶ καταβάλλομαι καὶ πρὸς γῆν ἀφ' ὕψους καταπίπτω.,τὸ δὲ πρὸς σὲ συμπαρα- βαλλόμενον κρείττω ἀποδείκνυσθαι δέδια μὴ τούτῳ μᾶλλον καταρριπτῶμαι καὶ καταβάλλωμαι καὶ πρὸς γῆν ἀφ' ὕψους καταπίπτω.,change,,Morphological,,καταρριπτοῦμαι | καταβάλλομαι,καταρριπτῶμαι | καταβάλλωμαι,,no,
